Source,Target,Weight
Kanae_2434,MikaMelatika,0.0412
Kanae_2434,Wiffy2434,0.0008
Kanae_2434,YuyaShin2434,0.0019
Kanae_2434,SuhaMin2434,0.0729
Kanae_2434,Gaon2434,0.0221
Kanae_2434,KaenVtuber,0.0005
Kanae_2434,LOROU_vtuber,0.0004
Kanae_2434,HanChiho2434,0.0058
Kanae_2434,VtuberHakuRen,0.001
Kanae_2434,NagiSo2434,0.0264
Kanae_2434,AraChae2434,0.0021
Kanae_2434,SiuLee2434,0.0022
Kanae_2434,BoraNun2434,0.0113
Kanae_2434,RayAkira2434,0.0229
Kanae_2434,RohaLee2434,0.0222
Kanae_2434,NariYang2434,0.0429
Kanae_2434,HariRyu2434,0.0223
Kanae_2434,KiruShin2434,0.0022
Kanae_2434,JiyuOh2434,0.0285
Kanae_2434,Seffyna2434,0.0382
Kanae_2434,SongMia2434,0.0019
Kanae_2434,BanHada2434,0.0318
Kanae_2434,KoYami2434,0.0014
Kanae_2434,HaYun2434,0.0593
Kanae_2434,NaSera2434,0.028
Kanae_2434,LeeOn2434,0.0012
Youko_Akabane,saku_sasaki,0.2339
Youko_Akabane,_rnrrdark,0.0186
Youko_Akabane,honmahimawari,0.293
Youko_Akabane,makaino_ririmu,0.331
Youko_Akabane,Vamp_Kuzu,0.0442
Youko_Akabane,setsuna2434,0.0144
Youko_Akabane,yuika_siina,0.2057
Youko_Akabane,___Dola,0.5077
Youko_Akabane,god_yaksa23,0.0169
Youko_Akabane,azuma_dazo,0.0254
Youko_Akabane,ikasumi_zzz,0.1429
Youko_Akabane,KT_seeds,0.555
Youko_Akabane,SisterCleaire,0.3601
Youko_Akabane,ZulmIhP1nlMOT5y,0.2797
Youko_Akabane,846kizuQ,0.137
Youko_Akabane,momo_azuchi_,0.4935
Youko_Akabane,Darkness_Eater,0.3355
Youko_Akabane,midori_2434,0.2407
Youko_Akabane,udukikohh,0.3619
Youko_Akabane,839yuzu,0.0219
Youko_Akabane,Kanda_Shoichi,0.3528
Youko_Akabane,nArUtO_kOgAnE,0.0127
Youko_Akabane,hina__asuka,0.4061
Youko_Akabane,harusakiair2434,0.419
Youko_Akabane,Sayo_Amemori,0.3595
Youko_Akabane,TakamiyaRion,0.31
Youko_Akabane,maimoto_k,0.2794
Youko_Akabane,RindouMikoto,0.3997
Youko_Akabane,debidebiru_sama,0.1964
Youko_Akabane,SAKURA_RITSUKI,0.5563
Youko_Akabane,chima_machita23,0.2984
Youko_Akabane,tukimi_sizuku,0.0202
Youko_Akabane,JoeRikiichi,0.2747
Youko_Akabane,ac1kt,0.0233
Youko_Akabane,narusenaru_2434,0.3841
Youko_Akabane,belmond_b_2434,0.3276
Youko_Akabane,Rine_Yaguruma,0.4824
Youko_Akabane,kakeru_yumeoi,0.3203
Youko_Akabane,BlackShiba_chan,0.4569
Youko_Akabane,kudou_chitose,0.0316
Youko_Akabane,g9v9g_mirei,0.2345
Youko_Akabane,yuzuki_roa,0.2565
Youko_Akabane,onomachi_haruka,0.4978
Youko_Akabane,KataribeTsumugu,0.2797
Youko_Akabane,seto_miyako,0.4867
Youko_Akabane,inui_toko,0.1486
Youko_Akabane,Ange_Katrina_,0.1979
Youko_Akabane,Lize_Helesta,0.2213
Youko_Akabane,333akina,0.0642
Youko_Akabane,manami_aizono,0.5251
Youko_Akabane,lulu_suzuhara,0.0871
Youko_Akabane,MahiroYukishiro,0.5221
Youko_Akabane,Ex_Albio,0.2913
Youko_Akabane,Levi_E_2434,0.476
Youko_Akabane,Hayama_Marin,0.5057
Youko_Akabane,Nui_Sociere,0.3814
Youko_Akabane,Hakase_Fuyuki,0.3428
Youko_Akabane,H_KAGAMI2434,0.0798
Youko_Akabane,rena_yorumi,0.2537
Youko_Akabane,ars_almal,0.1745
Youko_Akabane,AibaUiha,0.1959
Youko_Akabane,amamiya_kokoro,0.1223
Youko_Akabane,Eli_Conifer,0.505
Youko_Akabane,ratna_petit,0.1562
Youko_Akabane,SouHayase,0.4215
Youko_Akabane,sukosuko_sukoya,0.1668
Youko_Akabane,ShellinBurgundy,0.2895
Youko_Akabane,FumiVirtual,0.4873
Youko_Akabane,Sara_Hoshikawa,0.0737
Youko_Akabane,Karuta_Yamagami,0.4805
Youko_Akabane,emma_august_,0.4817
Youko_Akabane,Luis_Cammy,0.5017
Youko_Akabane,matsukai_mao,0.504
Youko_Akabane,Fuwa_Minato,0.0446
Youko_Akabane,Tomoe_Shirayuki,0.3054
Youko_Akabane,Gwelu_os_gar,0.1854
Youko_Akabane,mashiro2434,0.2795
Youko_Akabane,Naraka_2434,0.1972
Youko_Akabane,kurusu72me,0.4671
Youko_Akabane,furen_2434,0.2407
Youko_Akabane,honmono_ibrahim,0.1008
Youko_Akabane,kei_nagao2434,0.0862
Youko_Akabane,1O46V,0.117
Youko_Akabane,Kaida_Haru,0.0639
Youko_Akabane,kirame_2434,0.5177
Youko_Akabane,meiro_oO,0.0196
Youko_Akabane,Akane_Asahina__,0.4899
Youko_Akabane,Suo_Sango,0.2349
Youko_Akabane,kohaku_todo,0.4212
Youko_Akabane,Hisui_Kitakoji,0.3383
Youko_Akabane,Chigusa_24zono,0.2286
Youko_Akabane,AXIA_96NE,0.1447
Youko_Akabane,Lauren_iroas,0.1428
Youko_Akabane,Leos_Vincent,0.1166
Youko_Akabane,oliverD_23,0.1162
Youko_Akabane,Lain_Paterson,0.171
Youko_Akabane,Muyu_Amagase,0.3466
Youko_Akabane,ponto_nei,0.2401
Youko_Akabane,Yotsuha_Umise,0.1749
Youko_Akabane,1000000lome,0.0244
Youko_Akabane,KNTFR2434,0.1186
Youko_Akabane,watarai_hibari,0.0866
Youko_Akabane,Shikinagi_2434,0.0834
Youko_Akabane,SerAph_DazZ,0.0774
Youko_Akabane,EliraPendora,0.0145
Youko_Akabane,PomuRainpuff,0.0134
Youko_Akabane,FinanaRyugu,0.0134
Youko_Akabane,Selen_Tatsuki,0.0122
Youko_Akabane,Rosemi_Lovelock,0.0167
Youko_Akabane,Petra_Gurin,0.0171
Youko_Akabane,EnnaAlouette,0.0124
Youko_Akabane,NinaKosaka,0.0151
Youko_Akabane,ReimuEndou,0.0158
Youko_Akabane,MillieParfait,0.0142
Youko_Akabane,ike_eveland,0.0048
Youko_Akabane,Mysta_Rias,0.0041
Youko_Akabane,Vox_Akuma,0.005
Youko_Akabane,luca_kaneshiro,0.0048
Youko_Akabane,shu_yamino,0.0042
Youko_Akabane,alban_knox,0.0071
Youko_Akabane,Yugo_Asuma,0.0102
Youko_Akabane,Fulgur_Ovid,0.0074
Youko_Akabane,sonny_brisko,0.0064
Youko_Akabane,uki_violeta,0.0067
Youko_Akabane,KyoKanek0,0.0062
Youko_Akabane,MariaMari0nette,0.0086
Youko_Akabane,AsterArcadia,0.0065
Youko_Akabane,AiaAmare,0.0099
Youko_Akabane,RenZott0,0.0051
Youko_Akabane,ScarleYonaguni,0.009
Youko_Akabane,riku_tazumi,0.0929
Youko_Akabane,VTA_ANYCOLOR,0.1024
Youko_Akabane,Taka_Radjiman,0.1294
Youko_Akabane,ZEA_Cornelia,0.1363
Youko_Akabane,Hana_Macchia,0.1443
Youko_Akabane,Rai_Galilei,0.1201
Youko_Akabane,AmiciaMichella,0.1345
Youko_Akabane,MiyuOttavia,0.1249
Youko_Akabane,RiksaDhirendra,0.131
Youko_Akabane,Azura_Cecillia,0.1065
Youko_Akabane,Nara_Haramaung,0.1411
Youko_Akabane,LaylaAlstro2434,0.1252
Youko_Akabane,Etna_Crimson,0.1249
Youko_Akabane,bobon_pranaja,0.0666
Youko_Akabane,SiskaLeontyne,0.1287
Youko_Akabane,NagisaArcinia,0.1284
Youko_Akabane,DeremKado,0.1347
Youko_Akabane,RezaAvanluna,0.1453
Youko_Akabane,HyonaElatiora,0.1346
Youko_Akabane,Xia_Ekavira,0.1364
Youko_Akabane,MikaMelatika,0.0188
Youko_Akabane,Wiffy2434,0.0138
Youko_Akabane,YuyaShin2434,0.0227
Youko_Akabane,SuhaMin2434,0.0396
Youko_Akabane,Gaon2434,0.1626
Youko_Akabane,KaenVtuber,0.008
Youko_Akabane,LOROU_vtuber,0.0074
Youko_Akabane,HanChiho2434,0.0437
Youko_Akabane,VtuberHakuRen,0.0142
Youko_Akabane,NagiSo2434,0.2169
Youko_Akabane,AraChae2434,0.0235
Youko_Akabane,SiuLee2434,0.0279
Youko_Akabane,BoraNun2434,0.0523
Youko_Akabane,RayAkira2434,0.1802
Youko_Akabane,RohaLee2434,0.1919
Youko_Akabane,NariYang2434,0.2314
Youko_Akabane,HariRyu2434,0.1817
Youko_Akabane,KiruShin2434,0.0261
Youko_Akabane,JiyuOh2434,0.2106
Youko_Akabane,Seffyna2434,0.1814
Youko_Akabane,SongMia2434,0.0325
Youko_Akabane,BanHada2434,0.1682
Youko_Akabane,KoYami2434,0.0276
Youko_Akabane,HaYun2434,0.1677
Youko_Akabane,NaSera2434,0.2117
Youko_Akabane,LeeOn2434,0.0216
saku_sasaki,_rnrrdark,0.0087
saku_sasaki,honmahimawari,0.4552
saku_sasaki,makaino_ririmu,0.3829
saku_sasaki,Vamp_Kuzu,0.1126
saku_sasaki,setsuna2434,0.0062
saku_sasaki,yuika_siina,0.4881
saku_sasaki,___Dola,0.2689
saku_sasaki,god_yaksa23,0.0069
saku_sasaki,azuma_dazo,0.0102
saku_sasaki,ikasumi_zzz,0.0412
saku_sasaki,KT_seeds,0.2066
saku_sasaki,SisterCleaire,0.3399
saku_sasaki,ZulmIhP1nlMOT5y,0.3574
saku_sasaki,846kizuQ,0.3009
saku_sasaki,momo_azuchi_,0.1738
saku_sasaki,Darkness_Eater,0.316
saku_sasaki,midori_2434,0.4076
saku_sasaki,udukikohh,0.2596
saku_sasaki,839yuzu,0.0074
saku_sasaki,Kanda_Shoichi,0.3207
saku_sasaki,nArUtO_kOgAnE,0.0047
saku_sasaki,hina__asuka,0.1406
saku_sasaki,harusakiair2434,0.2349
saku_sasaki,Sayo_Amemori,0.1145
saku_sasaki,TakamiyaRion,0.4058
saku_sasaki,maimoto_k,0.3743
saku_sasaki,RindouMikoto,0.2314
saku_sasaki,debidebiru_sama,0.3582
saku_sasaki,SAKURA_RITSUKI,0.2179
saku_sasaki,chima_machita23,0.3367
saku_sasaki,tukimi_sizuku,0.0086
saku_sasaki,JoeRikiichi,0.3339
saku_sasaki,ac1kt,0.0091
saku_sasaki,narusenaru_2434,0.2757
saku_sasaki,belmond_b_2434,0.3271
saku_sasaki,Rine_Yaguruma,0.1765
saku_sasaki,kakeru_yumeoi,0.3455
saku_sasaki,BlackShiba_chan,0.246
saku_sasaki,kudou_chitose,0.0126
saku_sasaki,g9v9g_mirei,0.3276
saku_sasaki,yuzuki_roa,0.116
saku_sasaki,onomachi_haruka,0.1949
saku_sasaki,KataribeTsumugu,0.0975
saku_sasaki,seto_miyako,0.2072
saku_sasaki,inui_toko,0.2752
saku_sasaki,Ange_Katrina_,0.3765
saku_sasaki,Lize_Helesta,0.3798
saku_sasaki,333akina,0.1507
saku_sasaki,manami_aizono,0.2104
saku_sasaki,lulu_suzuhara,0.0344
saku_sasaki,MahiroYukishiro,0.2214
saku_sasaki,Ex_Albio,0.3467
saku_sasaki,Levi_E_2434,0.2569
saku_sasaki,Hayama_Marin,0.2003
saku_sasaki,Nui_Sociere,0.2521
saku_sasaki,Hakase_Fuyuki,0.3355
saku_sasaki,H_KAGAMI2434,0.1858
saku_sasaki,rena_yorumi,0.4175
saku_sasaki,ars_almal,0.255
saku_sasaki,AibaUiha,0.3369
saku_sasaki,amamiya_kokoro,0.2457
saku_sasaki,Eli_Conifer,0.2333
saku_sasaki,ratna_petit,0.2218
saku_sasaki,SouHayase,0.2876
saku_sasaki,sukosuko_sukoya,0.3123
saku_sasaki,ShellinBurgundy,0.3133
saku_sasaki,FumiVirtual,0.2535
saku_sasaki,Sara_Hoshikawa,0.1763
saku_sasaki,Karuta_Yamagami,0.2357
saku_sasaki,emma_august_,0.1969
saku_sasaki,Luis_Cammy,0.2117
saku_sasaki,matsukai_mao,0.2366
saku_sasaki,Fuwa_Minato,0.1178
saku_sasaki,Tomoe_Shirayuki,0.3312
saku_sasaki,Gwelu_os_gar,0.3113
saku_sasaki,mashiro2434,0.2956
saku_sasaki,Naraka_2434,0.274
saku_sasaki,kurusu72me,0.2328
saku_sasaki,furen_2434,0.3686
saku_sasaki,honmono_ibrahim,0.2263
saku_sasaki,kei_nagao2434,0.1667
saku_sasaki,1O46V,0.2044
saku_sasaki,Kaida_Haru,0.1442
saku_sasaki,kirame_2434,0.217
saku_sasaki,meiro_oO,0.0066
saku_sasaki,Akane_Asahina__,0.1833
saku_sasaki,Suo_Sango,0.2866
saku_sasaki,kohaku_todo,0.1562
saku_sasaki,Hisui_Kitakoji,0.2237
saku_sasaki,Chigusa_24zono,0.3301
saku_sasaki,AXIA_96NE,0.2407
saku_sasaki,Lauren_iroas,0.2405
saku_sasaki,Leos_Vincent,0.1967
saku_sasaki,oliverD_23,0.1659
saku_sasaki,Lain_Paterson,0.2632
saku_sasaki,Muyu_Amagase,0.2184
saku_sasaki,ponto_nei,0.2583
saku_sasaki,Yotsuha_Umise,0.2363
saku_sasaki,1000000lome,0.0549
saku_sasaki,KNTFR2434,0.1432
saku_sasaki,watarai_hibari,0.1188
saku_sasaki,Shikinagi_2434,0.1127
saku_sasaki,SerAph_DazZ,0.108
saku_sasaki,EliraPendora,0.0134
saku_sasaki,PomuRainpuff,0.014
saku_sasaki,FinanaRyugu,0.0143
saku_sasaki,Selen_Tatsuki,0.0114
saku_sasaki,Rosemi_Lovelock,0.0145
saku_sasaki,Petra_Gurin,0.0166
saku_sasaki,EnnaAlouette,0.0092
saku_sasaki,NinaKosaka,0.0135
saku_sasaki,ReimuEndou,0.0159
saku_sasaki,MillieParfait,0.0122
saku_sasaki,ike_eveland,0.0056
saku_sasaki,Mysta_Rias,0.0043
saku_sasaki,Vox_Akuma,0.0057
saku_sasaki,luca_kaneshiro,0.0057
saku_sasaki,shu_yamino,0.0058
saku_sasaki,alban_knox,0.0069
saku_sasaki,Yugo_Asuma,0.0086
saku_sasaki,Fulgur_Ovid,0.0068
saku_sasaki,sonny_brisko,0.0066
saku_sasaki,uki_violeta,0.0056
saku_sasaki,KyoKanek0,0.0049
saku_sasaki,MariaMari0nette,0.0074
saku_sasaki,AsterArcadia,0.0055
saku_sasaki,AiaAmare,0.0081
saku_sasaki,RenZott0,0.0055
saku_sasaki,ScarleYonaguni,0.007
saku_sasaki,riku_tazumi,0.0416
saku_sasaki,VTA_ANYCOLOR,0.0432
saku_sasaki,Taka_Radjiman,0.0712
saku_sasaki,ZEA_Cornelia,0.0543
saku_sasaki,Hana_Macchia,0.0636
saku_sasaki,Rai_Galilei,0.0487
saku_sasaki,AmiciaMichella,0.0565
saku_sasaki,MiyuOttavia,0.0518
saku_sasaki,RiksaDhirendra,0.054
saku_sasaki,Azura_Cecillia,0.0432
saku_sasaki,Nara_Haramaung,0.059
saku_sasaki,LaylaAlstro2434,0.0649
saku_sasaki,Etna_Crimson,0.0538
saku_sasaki,bobon_pranaja,0.0669
saku_sasaki,SiskaLeontyne,0.0569
saku_sasaki,NagisaArcinia,0.0529
saku_sasaki,DeremKado,0.0552
saku_sasaki,RezaAvanluna,0.0679
saku_sasaki,HyonaElatiora,0.06
saku_sasaki,Xia_Ekavira,0.0611
saku_sasaki,MikaMelatika,0.021
saku_sasaki,Wiffy2434,0.0045
saku_sasaki,YuyaShin2434,0.0078
saku_sasaki,SuhaMin2434,0.0439
saku_sasaki,Gaon2434,0.0689
saku_sasaki,KaenVtuber,0.0028
saku_sasaki,LOROU_vtuber,0.0027
saku_sasaki,HanChiho2434,0.0155
saku_sasaki,VtuberHakuRen,0.0048
saku_sasaki,NagiSo2434,0.0938
saku_sasaki,AraChae2434,0.0079
saku_sasaki,SiuLee2434,0.0098
saku_sasaki,BoraNun2434,0.0259
saku_sasaki,RayAkira2434,0.0807
saku_sasaki,RohaLee2434,0.0863
saku_sasaki,NariYang2434,0.1598
saku_sasaki,HariRyu2434,0.0817
saku_sasaki,KiruShin2434,0.008
saku_sasaki,JiyuOh2434,0.1
saku_sasaki,Seffyna2434,0.1292
saku_sasaki,SongMia2434,0.0099
saku_sasaki,BanHada2434,0.0885
saku_sasaki,KoYami2434,0.0087
saku_sasaki,HaYun2434,0.1566
saku_sasaki,NaSera2434,0.1041
saku_sasaki,LeeOn2434,0.0071
_rnrrdark,honmahimawari,0.01
_rnrrdark,makaino_ririmu,0.011
_rnrrdark,Vamp_Kuzu,0.0006
_rnrrdark,setsuna2434,0.6137
_rnrrdark,yuika_siina,0.0057
_rnrrdark,___Dola,0.0154
_rnrrdark,god_yaksa23,0.4595
_rnrrdark,azuma_dazo,0.3622
_rnrrdark,ikasumi_zzz,0.0939
_rnrrdark,KT_seeds,0.0187
_rnrrdark,SisterCleaire,0.0112
_rnrrdark,ZulmIhP1nlMOT5y,0.0088
_rnrrdark,846kizuQ,0.0032
_rnrrdark,momo_azuchi_,0.025
_rnrrdark,Darkness_Eater,0.0105
_rnrrdark,midori_2434,0.0079
_rnrrdark,udukikohh,0.0118
_rnrrdark,839yuzu,0.4893
_rnrrdark,Kanda_Shoichi,0.0101
_rnrrdark,nArUtO_kOgAnE,0.3053
_rnrrdark,hina__asuka,0.038
_rnrrdark,harusakiair2434,0.0142
_rnrrdark,Sayo_Amemori,0.0342
_rnrrdark,TakamiyaRion,0.0096
_rnrrdark,maimoto_k,0.0087
_rnrrdark,RindouMikoto,0.0152
_rnrrdark,debidebiru_sama,0.0048
_rnrrdark,SAKURA_RITSUKI,0.0191
_rnrrdark,chima_machita23,0.009
_rnrrdark,tukimi_sizuku,0.4479
_rnrrdark,JoeRikiichi,0.0095
_rnrrdark,ac1kt,0.3646
_rnrrdark,narusenaru_2434,0.0123
_rnrrdark,belmond_b_2434,0.0101
_rnrrdark,Rine_Yaguruma,0.0272
_rnrrdark,kakeru_yumeoi,0.0099
_rnrrdark,BlackShiba_chan,0.0149
_rnrrdark,kudou_chitose,0.2391
_rnrrdark,g9v9g_mirei,0.0067
_rnrrdark,yuzuki_roa,0.0309
_rnrrdark,onomachi_haruka,0.0218
_rnrrdark,KataribeTsumugu,0.0467
_rnrrdark,seto_miyako,0.0193
_rnrrdark,inui_toko,0.0039
_rnrrdark,Ange_Katrina_,0.0055
_rnrrdark,Lize_Helesta,0.0059
_rnrrdark,333akina,0.0016
_rnrrdark,manami_aizono,0.0215
_rnrrdark,lulu_suzuhara,0.0813
_rnrrdark,MahiroYukishiro,0.0167
_rnrrdark,Ex_Albio,0.0093
_rnrrdark,Levi_E_2434,0.0151
_rnrrdark,Hayama_Marin,0.0213
_rnrrdark,Nui_Sociere,0.012
_rnrrdark,Hakase_Fuyuki,0.0104
_rnrrdark,H_KAGAMI2434,0.002
_rnrrdark,rena_yorumi,0.0075
_rnrrdark,ars_almal,0.0062
_rnrrdark,AibaUiha,0.0056
_rnrrdark,amamiya_kokoro,0.0035
_rnrrdark,Eli_Conifer,0.0157
_rnrrdark,ratna_petit,0.0039
_rnrrdark,SouHayase,0.0126
_rnrrdark,sukosuko_sukoya,0.0044
_rnrrdark,ShellinBurgundy,0.009
_rnrrdark,FumiVirtual,0.0154
_rnrrdark,Sara_Hoshikawa,0.0016
_rnrrdark,Karuta_Yamagami,0.0154
_rnrrdark,emma_august_,0.0251
_rnrrdark,Luis_Cammy,0.0186
_rnrrdark,matsukai_mao,0.0185
_rnrrdark,Fuwa_Minato,0.0008
_rnrrdark,Tomoe_Shirayuki,0.0096
_rnrrdark,Gwelu_os_gar,0.0056
_rnrrdark,mashiro2434,0.0089
_rnrrdark,Naraka_2434,0.0058
_rnrrdark,kurusu72me,0.0151
_rnrrdark,furen_2434,0.0072
_rnrrdark,honmono_ibrahim,0.0028
_rnrrdark,kei_nagao2434,0.0023
_rnrrdark,1O46V,0.0032
_rnrrdark,Kaida_Haru,0.0017
_rnrrdark,kirame_2434,0.0193
_rnrrdark,meiro_oO,0.1935
_rnrrdark,Akane_Asahina__,0.0209
_rnrrdark,Suo_Sango,0.0062
_rnrrdark,kohaku_todo,0.0295
_rnrrdark,Hisui_Kitakoji,0.011
_rnrrdark,Chigusa_24zono,0.0062
_rnrrdark,AXIA_96NE,0.0049
_rnrrdark,Lauren_iroas,0.0052
_rnrrdark,Leos_Vincent,0.0037
_rnrrdark,oliverD_23,0.0037
_rnrrdark,Lain_Paterson,0.0049
_rnrrdark,Muyu_Amagase,0.0192
_rnrrdark,ponto_nei,0.012
_rnrrdark,Yotsuha_Umise,0.0072
_rnrrdark,1000000lome,0.001
_rnrrdark,KNTFR2434,0.013
_rnrrdark,watarai_hibari,0.0094
_rnrrdark,Shikinagi_2434,0.0094
_rnrrdark,SerAph_DazZ,0.012
_rnrrdark,EliraPendora,0.0025
_rnrrdark,PomuRainpuff,0.0022
_rnrrdark,FinanaRyugu,0.002
_rnrrdark,Selen_Tatsuki,0.0019
_rnrrdark,Rosemi_Lovelock,0.0025
_rnrrdark,Petra_Gurin,0.0025
_rnrrdark,EnnaAlouette,0.003
_rnrrdark,NinaKosaka,0.0025
_rnrrdark,ReimuEndou,0.0032
_rnrrdark,MillieParfait,0.0027
_rnrrdark,ike_eveland,0.001
_rnrrdark,Mysta_Rias,0.0005
_rnrrdark,Vox_Akuma,0.001
_rnrrdark,luca_kaneshiro,0.0014
_rnrrdark,shu_yamino,0.0013
_rnrrdark,alban_knox,0.0014
_rnrrdark,Yugo_Asuma,0.003
_rnrrdark,Fulgur_Ovid,0.0025
_rnrrdark,sonny_brisko,0.0015
_rnrrdark,uki_violeta,0.0016
_rnrrdark,KyoKanek0,0.0026
_rnrrdark,MariaMari0nette,0.004
_rnrrdark,AsterArcadia,0.0028
_rnrrdark,AiaAmare,0.0052
_rnrrdark,RenZott0,0.0025
_rnrrdark,ScarleYonaguni,0.0033
_rnrrdark,riku_tazumi,0.0287
_rnrrdark,VTA_ANYCOLOR,0.0251
_rnrrdark,Taka_Radjiman,0.0149
_rnrrdark,ZEA_Cornelia,0.0399
_rnrrdark,Hana_Macchia,0.0278
_rnrrdark,Rai_Galilei,0.0487
_rnrrdark,AmiciaMichella,0.0326
_rnrrdark,MiyuOttavia,0.0431
_rnrrdark,RiksaDhirendra,0.0398
_rnrrdark,Azura_Cecillia,0.0544
_rnrrdark,Nara_Haramaung,0.0412
_rnrrdark,LaylaAlstro2434,0.0176
_rnrrdark,Etna_Crimson,0.0396
_rnrrdark,bobon_pranaja,0.0075
_rnrrdark,SiskaLeontyne,0.0294
_rnrrdark,NagisaArcinia,0.0615
_rnrrdark,DeremKado,0.0502
_rnrrdark,RezaAvanluna,0.023
_rnrrdark,HyonaElatiora,0.0384
_rnrrdark,Xia_Ekavira,0.046
_rnrrdark,MikaMelatika,0.002
_rnrrdark,Wiffy2434,0.1198
_rnrrdark,YuyaShin2434,0.0896
_rnrrdark,SuhaMin2434,0.0041
_rnrrdark,Gaon2434,0.0381
_rnrrdark,KaenVtuber,0.1018
_rnrrdark,LOROU_vtuber,0.0702
_rnrrdark,HanChiho2434,0.0291
_rnrrdark,VtuberHakuRen,0.1233
_rnrrdark,NagiSo2434,0.0349
_rnrrdark,AraChae2434,0.0961
_rnrrdark,SiuLee2434,0.0702
_rnrrdark,BoraNun2434,0.0361
_rnrrdark,RayAkira2434,0.0476
_rnrrdark,RohaLee2434,0.0395
_rnrrdark,NariYang2434,0.0184
_rnrrdark,HariRyu2434,0.0519
_rnrrdark,KiruShin2434,0.0713
_rnrrdark,JiyuOh2434,0.0348
_rnrrdark,Seffyna2434,0.018
_rnrrdark,SongMia2434,0.079
_rnrrdark,BanHada2434,0.0207
_rnrrdark,KoYami2434,0.0936
_rnrrdark,HaYun2434,0.0141
_rnrrdark,NaSera2434,0.0388
_rnrrdark,LeeOn2434,0.1028
honmahimawari,makaino_ririmu,0.4486
honmahimawari,Vamp_Kuzu,0.0992
honmahimawari,setsuna2434,0.0069
honmahimawari,yuika_siina,0.3767
honmahimawari,___Dola,0.3458
honmahimawari,god_yaksa23,0.008
honmahimawari,azuma_dazo,0.0128
honmahimawari,ikasumi_zzz,0.0579
honmahimawari,KT_seeds,0.2679
honmahimawari,SisterCleaire,0.3967
honmahimawari,ZulmIhP1nlMOT5y,0.3819
honmahimawari,846kizuQ,0.2726
honmahimawari,momo_azuchi_,0.2181
honmahimawari,Darkness_Eater,0.373
honmahimawari,midori_2434,0.3739
honmahimawari,udukikohh,0.3229
honmahimawari,839yuzu,0.0093
honmahimawari,Kanda_Shoichi,0.3896
honmahimawari,nArUtO_kOgAnE,0.0056
honmahimawari,hina__asuka,0.1784
honmahimawari,harusakiair2434,0.2946
honmahimawari,Sayo_Amemori,0.1482
honmahimawari,TakamiyaRion,0.4415
honmahimawari,maimoto_k,0.3919
honmahimawari,RindouMikoto,0.2765
honmahimawari,debidebiru_sama,0.3391
honmahimawari,SAKURA_RITSUKI,0.277
honmahimawari,chima_machita23,0.3694
honmahimawari,tukimi_sizuku,0.0099
honmahimawari,JoeRikiichi,0.3625
honmahimawari,ac1kt,0.0114
honmahimawari,narusenaru_2434,0.3433
honmahimawari,belmond_b_2434,0.3875
honmahimawari,Rine_Yaguruma,0.2248
honmahimawari,kakeru_yumeoi,0.4083
honmahimawari,BlackShiba_chan,0.3046
honmahimawari,kudou_chitose,0.0153
honmahimawari,g9v9g_mirei,0.3106
honmahimawari,yuzuki_roa,0.1374
honmahimawari,onomachi_haruka,0.2425
honmahimawari,KataribeTsumugu,0.1209
honmahimawari,seto_miyako,0.2519
honmahimawari,inui_toko,0.2466
honmahimawari,Ange_Katrina_,0.3335
honmahimawari,Lize_Helesta,0.3273
honmahimawari,333akina,0.1333
honmahimawari,manami_aizono,0.2635
honmahimawari,lulu_suzuhara,0.0434
honmahimawari,MahiroYukishiro,0.274
honmahimawari,Ex_Albio,0.4055
honmahimawari,Levi_E_2434,0.3248
honmahimawari,Hayama_Marin,0.2484
honmahimawari,Nui_Sociere,0.298
honmahimawari,Hakase_Fuyuki,0.3772
honmahimawari,H_KAGAMI2434,0.1615
honmahimawari,rena_yorumi,0.3819
honmahimawari,ars_almal,0.2331
honmahimawari,AibaUiha,0.3098
honmahimawari,amamiya_kokoro,0.2175
honmahimawari,Eli_Conifer,0.2891
honmahimawari,ratna_petit,0.1958
honmahimawari,SouHayase,0.3573
honmahimawari,sukosuko_sukoya,0.2908
honmahimawari,ShellinBurgundy,0.3768
honmahimawari,FumiVirtual,0.3164
honmahimawari,Sara_Hoshikawa,0.1501
honmahimawari,Karuta_Yamagami,0.291
honmahimawari,emma_august_,0.247
honmahimawari,Luis_Cammy,0.2633
honmahimawari,matsukai_mao,0.2865
honmahimawari,Fuwa_Minato,0.0998
honmahimawari,Tomoe_Shirayuki,0.386
honmahimawari,Gwelu_os_gar,0.2871
honmahimawari,mashiro2434,0.3244
honmahimawari,Naraka_2434,0.2445
honmahimawari,kurusu72me,0.2812
honmahimawari,furen_2434,0.3357
honmahimawari,honmono_ibrahim,0.1976
honmahimawari,kei_nagao2434,0.1477
honmahimawari,1O46V,0.1918
honmahimawari,Kaida_Haru,0.1281
honmahimawari,kirame_2434,0.2668
honmahimawari,meiro_oO,0.0089
honmahimawari,Akane_Asahina__,0.2326
honmahimawari,Suo_Sango,0.267
honmahimawari,kohaku_todo,0.1921
honmahimawari,Hisui_Kitakoji,0.2676
honmahimawari,Chigusa_24zono,0.3085
honmahimawari,AXIA_96NE,0.2239
honmahimawari,Lauren_iroas,0.2173
honmahimawari,Leos_Vincent,0.1796
honmahimawari,oliverD_23,0.1607
honmahimawari,Lain_Paterson,0.24
honmahimawari,Muyu_Amagase,0.2629
honmahimawari,ponto_nei,0.2619
