Source,Target,Weight
yuzuki_roa,H_KAGAMI2434,0.0436
yuzuki_roa,rena_yorumi,0.1234
yuzuki_roa,ars_almal,0.1306
yuzuki_roa,AibaUiha,0.0989
yuzuki_roa,amamiya_kokoro,0.0713
yuzuki_roa,Eli_Conifer,0.2382
yuzuki_roa,ratna_petit,0.0796
yuzuki_roa,SouHayase,0.1835
yuzuki_roa,sukosuko_sukoya,0.0849
yuzuki_roa,ShellinBurgundy,0.1316
yuzuki_roa,FumiVirtual,0.2343
yuzuki_roa,Sara_Hoshikawa,0.0434
yuzuki_roa,Karuta_Yamagami,0.2352
yuzuki_roa,emma_august_,0.337
yuzuki_roa,Luis_Cammy,0.2686
yuzuki_roa,matsukai_mao,0.2872
yuzuki_roa,Fuwa_Minato,0.0287
yuzuki_roa,Tomoe_Shirayuki,0.144
yuzuki_roa,Gwelu_os_gar,0.0947
yuzuki_roa,mashiro2434,0.1367
yuzuki_roa,Naraka_2434,0.1001
yuzuki_roa,kurusu72me,0.2227
yuzuki_roa,furen_2434,0.1239
yuzuki_roa,honmono_ibrahim,0.0571
yuzuki_roa,kei_nagao2434,0.0459
yuzuki_roa,1O46V,0.0602
yuzuki_roa,Kaida_Haru,0.0369
yuzuki_roa,kirame_2434,0.2667
yuzuki_roa,meiro_oO,0.0331
yuzuki_roa,Akane_Asahina__,0.2785
yuzuki_roa,Suo_Sango,0.1156
yuzuki_roa,kohaku_todo,0.3407
yuzuki_roa,Hisui_Kitakoji,0.1678
yuzuki_roa,Chigusa_24zono,0.1153
yuzuki_roa,AXIA_96NE,0.0731
yuzuki_roa,Lauren_iroas,0.0725
yuzuki_roa,Leos_Vincent,0.0608
yuzuki_roa,oliverD_23,0.059
yuzuki_roa,Lain_Paterson,0.0894
yuzuki_roa,Muyu_Amagase,0.1736
yuzuki_roa,ponto_nei,0.1177
yuzuki_roa,Yotsuha_Umise,0.088
yuzuki_roa,1000000lome,0.0174
yuzuki_roa,KNTFR2434,0.0645
yuzuki_roa,watarai_hibari,0.0509
yuzuki_roa,Shikinagi_2434,0.0488
yuzuki_roa,SerAph_DazZ,0.0471
yuzuki_roa,EliraPendora,0.0115
yuzuki_roa,PomuRainpuff,0.0102
yuzuki_roa,FinanaRyugu,0.0101
yuzuki_roa,Selen_Tatsuki,0.0101
yuzuki_roa,Rosemi_Lovelock,0.0116
yuzuki_roa,Petra_Gurin,0.0136
yuzuki_roa,EnnaAlouette,0.0093
yuzuki_roa,NinaKosaka,0.0097
yuzuki_roa,ReimuEndou,0.0112
yuzuki_roa,MillieParfait,0.0105
yuzuki_roa,ike_eveland,0.0036
yuzuki_roa,Mysta_Rias,0.0029
yuzuki_roa,Vox_Akuma,0.0031
yuzuki_roa,luca_kaneshiro,0.0031
yuzuki_roa,shu_yamino,0.0038
yuzuki_roa,alban_knox,0.005
yuzuki_roa,Yugo_Asuma,0.0069
yuzuki_roa,Fulgur_Ovid,0.007
yuzuki_roa,sonny_brisko,0.004
yuzuki_roa,uki_violeta,0.0042
yuzuki_roa,KyoKanek0,0.0055
yuzuki_roa,MariaMari0nette,0.007
yuzuki_roa,AsterArcadia,0.0056
yuzuki_roa,AiaAmare,0.0075
yuzuki_roa,RenZott0,0.0047
yuzuki_roa,ScarleYonaguni,0.0079
yuzuki_roa,riku_tazumi,0.1102
yuzuki_roa,VTA_ANYCOLOR,0.0723
yuzuki_roa,Taka_Radjiman,0.096
yuzuki_roa,ZEA_Cornelia,0.1607
yuzuki_roa,Hana_Macchia,0.1615
yuzuki_roa,Rai_Galilei,0.1521
yuzuki_roa,AmiciaMichella,0.1565
yuzuki_roa,MiyuOttavia,0.1584
yuzuki_roa,RiksaDhirendra,0.1594
yuzuki_roa,Azura_Cecillia,0.1502
yuzuki_roa,Nara_Haramaung,0.1654
yuzuki_roa,LaylaAlstro2434,0.0953
yuzuki_roa,Etna_Crimson,0.1522
yuzuki_roa,bobon_pranaja,0.0483
yuzuki_roa,SiskaLeontyne,0.1458
yuzuki_roa,NagisaArcinia,0.162
yuzuki_roa,DeremKado,0.1608
yuzuki_roa,RezaAvanluna,0.1189
yuzuki_roa,HyonaElatiora,0.1531
yuzuki_roa,Xia_Ekavira,0.1615
yuzuki_roa,MikaMelatika,0.0127
yuzuki_roa,Wiffy2434,0.0183
yuzuki_roa,YuyaShin2434,0.0265
yuzuki_roa,SuhaMin2434,0.0245
yuzuki_roa,Gaon2434,0.1856
yuzuki_roa,KaenVtuber,0.0108
yuzuki_roa,LOROU_vtuber,0.0103
yuzuki_roa,HanChiho2434,0.0495
yuzuki_roa,VtuberHakuRen,0.0178
yuzuki_roa,NagiSo2434,0.2237
yuzuki_roa,AraChae2434,0.0297
yuzuki_roa,SiuLee2434,0.0372
yuzuki_roa,BoraNun2434,0.0659
yuzuki_roa,RayAkira2434,0.2089
yuzuki_roa,RohaLee2434,0.2091
yuzuki_roa,NariYang2434,0.1257
yuzuki_roa,HariRyu2434,0.2031
yuzuki_roa,KiruShin2434,0.0292
yuzuki_roa,JiyuOh2434,0.1855
yuzuki_roa,Seffyna2434,0.1122
yuzuki_roa,SongMia2434,0.0421
yuzuki_roa,BanHada2434,0.131
yuzuki_roa,KoYami2434,0.0327
yuzuki_roa,HaYun2434,0.0928
yuzuki_roa,NaSera2434,0.1865
yuzuki_roa,LeeOn2434,0.0263
onomachi_haruka,KataribeTsumugu,0.3352
onomachi_haruka,seto_miyako,0.5357
onomachi_haruka,inui_toko,0.1448
onomachi_haruka,Ange_Katrina_,0.1798
onomachi_haruka,Lize_Helesta,0.2051
onomachi_haruka,333akina,0.0636
onomachi_haruka,manami_aizono,0.576
onomachi_haruka,lulu_suzuhara,0.1
onomachi_haruka,MahiroYukishiro,0.5351
onomachi_haruka,Ex_Albio,0.2597
onomachi_haruka,Levi_E_2434,0.4386
onomachi_haruka,Hayama_Marin,0.5886
onomachi_haruka,Nui_Sociere,0.3814
onomachi_haruka,Hakase_Fuyuki,0.319
onomachi_haruka,H_KAGAMI2434,0.0777
onomachi_haruka,rena_yorumi,0.2258
onomachi_haruka,ars_almal,0.1583
onomachi_haruka,AibaUiha,0.1793
onomachi_haruka,amamiya_kokoro,0.1173
onomachi_haruka,Eli_Conifer,0.4908
onomachi_haruka,ratna_petit,0.1516
onomachi_haruka,SouHayase,0.3788
onomachi_haruka,sukosuko_sukoya,0.158
onomachi_haruka,ShellinBurgundy,0.2573
onomachi_haruka,FumiVirtual,0.4828
onomachi_haruka,Sara_Hoshikawa,0.0729
onomachi_haruka,Karuta_Yamagami,0.4797
onomachi_haruka,emma_august_,0.5639
onomachi_haruka,Luis_Cammy,0.5513
onomachi_haruka,matsukai_mao,0.5486
onomachi_haruka,Fuwa_Minato,0.0477
onomachi_haruka,Tomoe_Shirayuki,0.2804
onomachi_haruka,Gwelu_os_gar,0.1738
onomachi_haruka,mashiro2434,0.2523
onomachi_haruka,Naraka_2434,0.1862
onomachi_haruka,kurusu72me,0.4696
onomachi_haruka,furen_2434,0.2199
onomachi_haruka,honmono_ibrahim,0.0973
onomachi_haruka,kei_nagao2434,0.0863
onomachi_haruka,1O46V,0.1143
onomachi_haruka,Kaida_Haru,0.0635
onomachi_haruka,kirame_2434,0.5562
onomachi_haruka,meiro_oO,0.0247
onomachi_haruka,Akane_Asahina__,0.5288
onomachi_haruka,Suo_Sango,0.2138
onomachi_haruka,kohaku_todo,0.5039
onomachi_haruka,Hisui_Kitakoji,0.3387
onomachi_haruka,Chigusa_24zono,0.2096
onomachi_haruka,AXIA_96NE,0.1314
onomachi_haruka,Lauren_iroas,0.1275
onomachi_haruka,Leos_Vincent,0.1157
onomachi_haruka,oliverD_23,0.11
onomachi_haruka,Lain_Paterson,0.1587
onomachi_haruka,Muyu_Amagase,0.3264
onomachi_haruka,ponto_nei,0.2198
onomachi_haruka,Yotsuha_Umise,0.1655
onomachi_haruka,1000000lome,0.0256
onomachi_haruka,KNTFR2434,0.1075
onomachi_haruka,watarai_hibari,0.0788
onomachi_haruka,Shikinagi_2434,0.0785
onomachi_haruka,SerAph_DazZ,0.0755
onomachi_haruka,EliraPendora,0.017
onomachi_haruka,PomuRainpuff,0.0146
onomachi_haruka,FinanaRyugu,0.0147
onomachi_haruka,Selen_Tatsuki,0.0131
onomachi_haruka,Rosemi_Lovelock,0.017
onomachi_haruka,Petra_Gurin,0.0196
onomachi_haruka,EnnaAlouette,0.0129
onomachi_haruka,NinaKosaka,0.0148
onomachi_haruka,ReimuEndou,0.0167
onomachi_haruka,MillieParfait,0.0152
onomachi_haruka,ike_eveland,0.0048
onomachi_haruka,Mysta_Rias,0.004
onomachi_haruka,Vox_Akuma,0.0055
onomachi_haruka,luca_kaneshiro,0.0049
onomachi_haruka,shu_yamino,0.0043
onomachi_haruka,alban_knox,0.0071
onomachi_haruka,Yugo_Asuma,0.009
onomachi_haruka,Fulgur_Ovid,0.0084
onomachi_haruka,sonny_brisko,0.0048
onomachi_haruka,uki_violeta,0.0058
onomachi_haruka,KyoKanek0,0.0068
onomachi_haruka,MariaMari0nette,0.009
onomachi_haruka,AsterArcadia,0.0071
onomachi_haruka,AiaAmare,0.0117
onomachi_haruka,RenZott0,0.0057
onomachi_haruka,ScarleYonaguni,0.0108
onomachi_haruka,riku_tazumi,0.0989
onomachi_haruka,VTA_ANYCOLOR,0.0966
onomachi_haruka,Taka_Radjiman,0.1302
onomachi_haruka,ZEA_Cornelia,0.1593
onomachi_haruka,Hana_Macchia,0.177
onomachi_haruka,Rai_Galilei,0.1422
onomachi_haruka,AmiciaMichella,0.1585
onomachi_haruka,MiyuOttavia,0.1485
onomachi_haruka,RiksaDhirendra,0.1529
onomachi_haruka,Azura_Cecillia,0.1254
onomachi_haruka,Nara_Haramaung,0.1632
onomachi_haruka,LaylaAlstro2434,0.1268
onomachi_haruka,Etna_Crimson,0.1473
onomachi_haruka,bobon_pranaja,0.0659
onomachi_haruka,SiskaLeontyne,0.151
onomachi_haruka,NagisaArcinia,0.1495
onomachi_haruka,DeremKado,0.1582
onomachi_haruka,RezaAvanluna,0.1538
onomachi_haruka,HyonaElatiora,0.1568
onomachi_haruka,Xia_Ekavira,0.1582
onomachi_haruka,MikaMelatika,0.0213
onomachi_haruka,Wiffy2434,0.0165
onomachi_haruka,YuyaShin2434,0.0269
onomachi_haruka,SuhaMin2434,0.0373
onomachi_haruka,Gaon2434,0.1861
onomachi_haruka,KaenVtuber,0.009
onomachi_haruka,LOROU_vtuber,0.0096
onomachi_haruka,HanChiho2434,0.0493
onomachi_haruka,VtuberHakuRen,0.0168
onomachi_haruka,NagiSo2434,0.2506
onomachi_haruka,AraChae2434,0.0279
onomachi_haruka,SiuLee2434,0.0298
onomachi_haruka,BoraNun2434,0.0527
onomachi_haruka,RayAkira2434,0.2099
onomachi_haruka,RohaLee2434,0.2214
onomachi_haruka,NariYang2434,0.2114
onomachi_haruka,HariRyu2434,0.21
onomachi_haruka,KiruShin2434,0.024
onomachi_haruka,JiyuOh2434,0.2419
onomachi_haruka,Seffyna2434,0.1805
onomachi_haruka,SongMia2434,0.0332
onomachi_haruka,BanHada2434,0.1687
onomachi_haruka,KoYami2434,0.0292
onomachi_haruka,HaYun2434,0.1554
onomachi_haruka,NaSera2434,0.2377
onomachi_haruka,LeeOn2434,0.0225
KataribeTsumugu,seto_miyako,0.2939
KataribeTsumugu,inui_toko,0.0667
KataribeTsumugu,Ange_Katrina_,0.0862
KataribeTsumugu,Lize_Helesta,0.0989
KataribeTsumugu,333akina,0.0285
KataribeTsumugu,manami_aizono,0.3204
KataribeTsumugu,lulu_suzuhara,0.188
KataribeTsumugu,MahiroYukishiro,0.2674
KataribeTsumugu,Ex_Albio,0.1282
KataribeTsumugu,Levi_E_2434,0.219
KataribeTsumugu,Hayama_Marin,0.3197
KataribeTsumugu,Nui_Sociere,0.1851
KataribeTsumugu,Hakase_Fuyuki,0.1519
KataribeTsumugu,H_KAGAMI2434,0.035
KataribeTsumugu,rena_yorumi,0.1047
KataribeTsumugu,ars_almal,0.1037
KataribeTsumugu,AibaUiha,0.0813
KataribeTsumugu,amamiya_kokoro,0.0527
KataribeTsumugu,Eli_Conifer,0.2512
KataribeTsumugu,ratna_petit,0.0691
KataribeTsumugu,SouHayase,0.1827
KataribeTsumugu,sukosuko_sukoya,0.0719
KataribeTsumugu,ShellinBurgundy,0.1283
KataribeTsumugu,FumiVirtual,0.2359
KataribeTsumugu,Sara_Hoshikawa,0.0339
KataribeTsumugu,Karuta_Yamagami,0.2422
KataribeTsumugu,emma_august_,0.3703
KataribeTsumugu,Luis_Cammy,0.2847
KataribeTsumugu,matsukai_mao,0.2876
KataribeTsumugu,Fuwa_Minato,0.0219
KataribeTsumugu,Tomoe_Shirayuki,0.1381
KataribeTsumugu,Gwelu_os_gar,0.0823
KataribeTsumugu,mashiro2434,0.1305
KataribeTsumugu,Naraka_2434,0.087
KataribeTsumugu,kurusu72me,0.2349
KataribeTsumugu,furen_2434,0.106
KataribeTsumugu,honmono_ibrahim,0.0453
KataribeTsumugu,kei_nagao2434,0.0374
KataribeTsumugu,1O46V,0.0517
KataribeTsumugu,Kaida_Haru,0.0286
KataribeTsumugu,kirame_2434,0.2865
KataribeTsumugu,meiro_oO,0.0506
KataribeTsumugu,Akane_Asahina__,0.3155
KataribeTsumugu,Suo_Sango,0.1042
KataribeTsumugu,kohaku_todo,0.4229
KataribeTsumugu,Hisui_Kitakoji,0.1765
KataribeTsumugu,Chigusa_24zono,0.1002
KataribeTsumugu,AXIA_96NE,0.0636
KataribeTsumugu,Lauren_iroas,0.0619
KataribeTsumugu,Leos_Vincent,0.0517
KataribeTsumugu,oliverD_23,0.0528
KataribeTsumugu,Lain_Paterson,0.0741
KataribeTsumugu,Muyu_Amagase,0.1767
KataribeTsumugu,ponto_nei,0.1123
KataribeTsumugu,Yotsuha_Umise,0.0802
KataribeTsumugu,1000000lome,0.0141
KataribeTsumugu,KNTFR2434,0.0702
KataribeTsumugu,watarai_hibari,0.0503
KataribeTsumugu,Shikinagi_2434,0.0504
KataribeTsumugu,SerAph_DazZ,0.0468
KataribeTsumugu,EliraPendora,0.013
KataribeTsumugu,PomuRainpuff,0.0115
KataribeTsumugu,FinanaRyugu,0.0118
KataribeTsumugu,Selen_Tatsuki,0.0109
KataribeTsumugu,Rosemi_Lovelock,0.0132
KataribeTsumugu,Petra_Gurin,0.0144
KataribeTsumugu,EnnaAlouette,0.0119
KataribeTsumugu,NinaKosaka,0.0125
KataribeTsumugu,ReimuEndou,0.0145
KataribeTsumugu,MillieParfait,0.0139
KataribeTsumugu,ike_eveland,0.0035
KataribeTsumugu,Mysta_Rias,0.0027
KataribeTsumugu,Vox_Akuma,0.0032
KataribeTsumugu,luca_kaneshiro,0.0032
KataribeTsumugu,shu_yamino,0.0036
KataribeTsumugu,alban_knox,0.0058
KataribeTsumugu,Yugo_Asuma,0.0076
KataribeTsumugu,Fulgur_Ovid,0.0078
KataribeTsumugu,sonny_brisko,0.004
KataribeTsumugu,uki_violeta,0.0049
KataribeTsumugu,KyoKanek0,0.0072
KataribeTsumugu,MariaMari0nette,0.0092
KataribeTsumugu,AsterArcadia,0.0063
KataribeTsumugu,AiaAmare,0.0108
KataribeTsumugu,RenZott0,0.0063
KataribeTsumugu,ScarleYonaguni,0.0106
KataribeTsumugu,riku_tazumi,0.1538
KataribeTsumugu,VTA_ANYCOLOR,0.0934
KataribeTsumugu,Taka_Radjiman,0.1107
KataribeTsumugu,ZEA_Cornelia,0.2238
KataribeTsumugu,Hana_Macchia,0.181
KataribeTsumugu,Rai_Galilei,0.2193
KataribeTsumugu,AmiciaMichella,0.1966
KataribeTsumugu,MiyuOttavia,0.2268
KataribeTsumugu,RiksaDhirendra,0.221
KataribeTsumugu,Azura_Cecillia,0.2077
KataribeTsumugu,Nara_Haramaung,0.2217
KataribeTsumugu,LaylaAlstro2434,0.113
KataribeTsumugu,Etna_Crimson,0.2155
KataribeTsumugu,bobon_pranaja,0.0537
KataribeTsumugu,SiskaLeontyne,0.1675
KataribeTsumugu,NagisaArcinia,0.2341
KataribeTsumugu,DeremKado,0.2332
KataribeTsumugu,RezaAvanluna,0.1362
KataribeTsumugu,HyonaElatiora,0.1927
KataribeTsumugu,Xia_Ekavira,0.2276
KataribeTsumugu,MikaMelatika,0.0162
KataribeTsumugu,Wiffy2434,0.0313
KataribeTsumugu,YuyaShin2434,0.0454
KataribeTsumugu,SuhaMin2434,0.028
KataribeTsumugu,Gaon2434,0.2243
KataribeTsumugu,KaenVtuber,0.0191
KataribeTsumugu,LOROU_vtuber,0.0177
KataribeTsumugu,HanChiho2434,0.0844
KataribeTsumugu,VtuberHakuRen,0.0325
KataribeTsumugu,NagiSo2434,0.2463
KataribeTsumugu,AraChae2434,0.0491
KataribeTsumugu,SiuLee2434,0.059
KataribeTsumugu,BoraNun2434,0.0862
KataribeTsumugu,RayAkira2434,0.2908
KataribeTsumugu,RohaLee2434,0.2434
KataribeTsumugu,NariYang2434,0.1321
KataribeTsumugu,HariRyu2434,0.2773
KataribeTsumugu,KiruShin2434,0.0517
KataribeTsumugu,JiyuOh2434,0.2141
KataribeTsumugu,Seffyna2434,0.1283
KataribeTsumugu,SongMia2434,0.0778
KataribeTsumugu,BanHada2434,0.1456
KataribeTsumugu,KoYami2434,0.0569
KataribeTsumugu,HaYun2434,0.1004
KataribeTsumugu,NaSera2434,0.2056
KataribeTsumugu,LeeOn2434,0.0424
seto_miyako,inui_toko,0.1498
seto_miyako,Ange_Katrina_,0.1881
seto_miyako,Lize_Helesta,0.2107
seto_miyako,333akina,0.0634
seto_miyako,manami_aizono,0.5124
seto_miyako,lulu_suzuhara,0.0887
seto_miyako,MahiroYukishiro,0.545
seto_miyako,Ex_Albio,0.2788
seto_miyako,Levi_E_2434,0.4465
seto_miyako,Hayama_Marin,0.541
seto_miyako,Nui_Sociere,0.3814
seto_miyako,Hakase_Fuyuki,0.3314
seto_miyako,H_KAGAMI2434,0.0759
seto_miyako,rena_yorumi,0.2373
seto_miyako,ars_almal,0.1673
seto_miyako,AibaUiha,0.1845
seto_miyako,amamiya_kokoro,0.1192
seto_miyako,Eli_Conifer,0.4881
seto_miyako,ratna_petit,0.1581
seto_miyako,SouHayase,0.3882
seto_miyako,sukosuko_sukoya,0.1671
seto_miyako,ShellinBurgundy,0.2585
seto_miyako,FumiVirtual,0.4953
seto_miyako,Sara_Hoshikawa,0.0754
seto_miyako,Karuta_Yamagami,0.4836
seto_miyako,emma_august_,0.4876
seto_miyako,Luis_Cammy,0.5288
seto_miyako,matsukai_mao,0.5175
seto_miyako,Fuwa_Minato,0.0482
seto_miyako,Tomoe_Shirayuki,0.2989
seto_miyako,Gwelu_os_gar,0.1794
seto_miyako,mashiro2434,0.2661
seto_miyako,Naraka_2434,0.2026
seto_miyako,kurusu72me,0.4724
seto_miyako,furen_2434,0.2321
seto_miyako,honmono_ibrahim,0.1002
seto_miyako,kei_nagao2434,0.082
seto_miyako,1O46V,0.1092
seto_miyako,Kaida_Haru,0.0634
seto_miyako,kirame_2434,0.5328
seto_miyako,meiro_oO,0.0214
seto_miyako,Akane_Asahina__,0.4764
seto_miyako,Suo_Sango,0.2179
seto_miyako,kohaku_todo,0.4389
seto_miyako,Hisui_Kitakoji,0.3388
seto_miyako,Chigusa_24zono,0.227
seto_miyako,AXIA_96NE,0.1344
seto_miyako,Lauren_iroas,0.1353
seto_miyako,Leos_Vincent,0.1078
seto_miyako,oliverD_23,0.1076
seto_miyako,Lain_Paterson,0.1596
seto_miyako,Muyu_Amagase,0.3233
seto_miyako,ponto_nei,0.2144
seto_miyako,Yotsuha_Umise,0.162
seto_miyako,1000000lome,0.0282
seto_miyako,KNTFR2434,0.106
seto_miyako,watarai_hibari,0.0779
seto_miyako,Shikinagi_2434,0.0765
seto_miyako,SerAph_DazZ,0.0706
seto_miyako,EliraPendora,0.0163
seto_miyako,PomuRainpuff,0.0162
seto_miyako,FinanaRyugu,0.0161
seto_miyako,Selen_Tatsuki,0.0139
seto_miyako,Rosemi_Lovelock,0.0173
seto_miyako,Petra_Gurin,0.0187
seto_miyako,EnnaAlouette,0.0146
seto_miyako,NinaKosaka,0.0165
seto_miyako,ReimuEndou,0.0177
seto_miyako,MillieParfait,0.0164
seto_miyako,ike_eveland,0.0052
seto_miyako,Mysta_Rias,0.0042
seto_miyako,Vox_Akuma,0.0055
seto_miyako,luca_kaneshiro,0.0047
seto_miyako,shu_yamino,0.0046
seto_miyako,alban_knox,0.0071
seto_miyako,Yugo_Asuma,0.0089
seto_miyako,Fulgur_Ovid,0.0089
seto_miyako,sonny_brisko,0.0062
seto_miyako,uki_violeta,0.006
seto_miyako,KyoKanek0,0.007
seto_miyako,MariaMari0nette,0.0099
seto_miyako,AsterArcadia,0.0074
seto_miyako,AiaAmare,0.0124
seto_miyako,RenZott0,0.0066
seto_miyako,ScarleYonaguni,0.0113
seto_miyako,riku_tazumi,0.0907
seto_miyako,VTA_ANYCOLOR,0.087
seto_miyako,Taka_Radjiman,0.1324
seto_miyako,ZEA_Cornelia,0.1465
seto_miyako,Hana_Macchia,0.1604
seto_miyako,Rai_Galilei,0.1303
seto_miyako,AmiciaMichella,0.1469
seto_miyako,MiyuOttavia,0.1352
seto_miyako,RiksaDhirendra,0.1435
seto_miyako,Azura_Cecillia,0.1163
seto_miyako,Nara_Haramaung,0.151
seto_miyako,LaylaAlstro2434,0.1278
seto_miyako,Etna_Crimson,0.1361
seto_miyako,bobon_pranaja,0.0672
seto_miyako,SiskaLeontyne,0.1415
seto_miyako,NagisaArcinia,0.1385
seto_miyako,DeremKado,0.1457
seto_miyako,RezaAvanluna,0.1535
seto_miyako,HyonaElatiora,0.1471
seto_miyako,Xia_Ekavira,0.1468
seto_miyako,MikaMelatika,0.0199
seto_miyako,Wiffy2434,0.016
seto_miyako,YuyaShin2434,0.0244
seto_miyako,SuhaMin2434,0.0357
seto_miyako,Gaon2434,0.1728
seto_miyako,KaenVtuber,0.0083
seto_miyako,LOROU_vtuber,0.0094
seto_miyako,HanChiho2434,0.0456
seto_miyako,VtuberHakuRen,0.0156
seto_miyako,NagiSo2434,0.2261
seto_miyako,AraChae2434,0.0251
seto_miyako,SiuLee2434,0.0277
seto_miyako,BoraNun2434,0.0688
seto_miyako,RayAkira2434,0.1881
seto_miyako,RohaLee2434,0.2011
seto_miyako,NariYang2434,0.2216
seto_miyako,HariRyu2434,0.1904
seto_miyako,KiruShin2434,0.0223
seto_miyako,JiyuOh2434,0.216
seto_miyako,Seffyna2434,0.1754
seto_miyako,SongMia2434,0.0307
seto_miyako,BanHada2434,0.1698
seto_miyako,KoYami2434,0.0274
seto_miyako,HaYun2434,0.1547
seto_miyako,NaSera2434,0.2188
seto_miyako,LeeOn2434,0.02
inui_toko,Ange_Katrina_,0.3988
inui_toko,Lize_Helesta,0.4026
inui_toko,333akina,0.1549
inui_toko,manami_aizono,0.1525
inui_toko,lulu_suzuhara,0.0254
inui_toko,MahiroYukishiro,0.1659
inui_toko,Ex_Albio,0.2334
inui_toko,Levi_E_2434,0.194
inui_toko,Hayama_Marin,0.1416
inui_toko,Nui_Sociere,0.2036
inui_toko,Hakase_Fuyuki,0.2698
inui_toko,H_KAGAMI2434,0.2022
inui_toko,rena_yorumi,0.3215
inui_toko,ars_almal,0.1849
inui_toko,AibaUiha,0.3431
inui_toko,amamiya_kokoro,0.33
inui_toko,Eli_Conifer,0.1785
inui_toko,ratna_petit,0.2504
inui_toko,SouHayase,0.2132
inui_toko,sukosuko_sukoya,0.3707
inui_toko,ShellinBurgundy,0.2043
inui_toko,FumiVirtual,0.1947
inui_toko,Sara_Hoshikawa,0.2124
inui_toko,Karuta_Yamagami,0.1727
inui_toko,emma_august_,0.142
inui_toko,Luis_Cammy,0.1533
inui_toko,matsukai_mao,0.1659
inui_toko,Fuwa_Minato,0.1247
inui_toko,Tomoe_Shirayuki,0.2609
inui_toko,Gwelu_os_gar,0.3336
inui_toko,mashiro2434,0.2117
inui_toko,Naraka_2434,0.2428
inui_toko,kurusu72me,0.1697
inui_toko,furen_2434,0.3114
inui_toko,honmono_ibrahim,0.2511
inui_toko,kei_nagao2434,0.1808
inui_toko,1O46V,0.2118
inui_toko,Kaida_Haru,0.1522
inui_toko,kirame_2434,0.1546
inui_toko,meiro_oO,0.0049
inui_toko,Akane_Asahina__,0.1318
inui_toko,Suo_Sango,0.2888
inui_toko,kohaku_todo,0.1074
inui_toko,Hisui_Kitakoji,0.1641
inui_toko,Chigusa_24zono,0.2984
inui_toko,AXIA_96NE,0.2381
inui_toko,Lauren_iroas,0.2215
inui_toko,Leos_Vincent,0.2151
inui_toko,oliverD_23,0.1856
inui_toko,Lain_Paterson,0.3055
inui_toko,Muyu_Amagase,0.1617
inui_toko,ponto_nei,0.1975
inui_toko,Yotsuha_Umise,0.2248
inui_toko,1000000lome,0.0639
inui_toko,KNTFR2434,0.1356
inui_toko,watarai_hibari,0.112
inui_toko,Shikinagi_2434,0.1183
inui_toko,SerAph_DazZ,0.1072
inui_toko,EliraPendora,0.0147
inui_toko,PomuRainpuff,0.0154
inui_toko,FinanaRyugu,0.0155
inui_toko,Selen_Tatsuki,0.0127
inui_toko,Rosemi_Lovelock,0.0158
inui_toko,Petra_Gurin,0.0186
inui_toko,EnnaAlouette,0.0113
inui_toko,NinaKosaka,0.0147
inui_toko,ReimuEndou,0.017
inui_toko,MillieParfait,0.0136
inui_toko,ike_eveland,0.0048
inui_toko,Mysta_Rias,0.0042
inui_toko,Vox_Akuma,0.0053
inui_toko,luca_kaneshiro,0.0057
inui_toko,shu_yamino,0.0051
inui_toko,alban_knox,0.0062
inui_toko,Yugo_Asuma,0.007
inui_toko,Fulgur_Ovid,0.0085
inui_toko,sonny_brisko,0.0063
inui_toko,uki_violeta,0.0058
inui_toko,KyoKanek0,0.0049
inui_toko,MariaMari0nette,0.0079
inui_toko,AsterArcadia,0.0053
inui_toko,AiaAmare,0.0094
inui_toko,RenZott0,0.0048
inui_toko,ScarleYonaguni,0.0085
inui_toko,riku_tazumi,0.031
inui_toko,VTA_ANYCOLOR,0.0341
inui_toko,Taka_Radjiman,0.0468
inui_toko,ZEA_Cornelia,0.0359
inui_toko,Hana_Macchia,0.0431
inui_toko,Rai_Galilei,0.0326
inui_toko,AmiciaMichella,0.0369
inui_toko,MiyuOttavia,0.0344
inui_toko,RiksaDhirendra,0.0358
inui_toko,Azura_Cecillia,0.0276
inui_toko,Nara_Haramaung,0.0404
inui_toko,LaylaAlstro2434,0.0452
inui_toko,Etna_Crimson,0.0356
inui_toko,bobon_pranaja,0.0444
inui_toko,SiskaLeontyne,0.036
inui_toko,NagisaArcinia,0.0333
inui_toko,DeremKado,0.0371
inui_toko,RezaAvanluna,0.0435
inui_toko,HyonaElatiora,0.0381
inui_toko,Xia_Ekavira,0.0383
inui_toko,MikaMelatika,0.0201
inui_toko,Wiffy2434,0.0034
inui_toko,YuyaShin2434,0.006
inui_toko,SuhaMin2434,0.0407
inui_toko,Gaon2434,0.0452
inui_toko,KaenVtuber,0.0022
inui_toko,LOROU_vtuber,0.0019
inui_toko,HanChiho2434,0.0141
inui_toko,VtuberHakuRen,0.0038
inui_toko,NagiSo2434,0.0631
inui_toko,AraChae2434,0.0062
inui_toko,SiuLee2434,0.0086
inui_toko,BoraNun2434,0.021
inui_toko,RayAkira2434,0.0518
inui_toko,RohaLee2434,0.0518
inui_toko,NariYang2434,0.1072
inui_toko,HariRyu2434,0.0512
inui_toko,KiruShin2434,0.0072
inui_toko,JiyuOh2434,0.0634
inui_toko,Seffyna2434,0.0895
inui_toko,SongMia2434,0.0081
inui_toko,BanHada2434,0.0563
inui_toko,KoYami2434,0.0066
inui_toko,HaYun2434,0.1012
